Origin,WeekOfYear,cancelledTotal,cancelledCarrier,cancelledWeather,cancelledNAS,cancelledSecurity
FLG,10,1,1,0,0,0
BMI,43,1,1,0,0,0
CEC,5,1,0,0,1,0
BZN,43,1,1,0,0,0
STT,33,1,1,0,0,0
FAT,15,1,1,0,0,0
KTN,0,1,1,0,0,0
CAK,34,1,0,0,1,0
BRO,9,1,0,1,0,0
GUC,13,1,0,1,0,0
GJT,6,1,1,0,0,0
SWF,39,1,1,0,0,0
MBS,29,1,1,0,0,0
LCH,10,1,1,0,0,0
GUC,10,1,1,0,0,0
CDV,46,1,1,0,0,0
EGE,42,1,1,0,0,0
BTM,11,1,0,1,0,0
COS,23,1,1,0,0,0
OXR,12,1,0,0,1,0
BTV,10,1,1,0,0,0
FSD,7,1,1,0,0,0
GJT,12,1,1,0,0,0
RDM,4,1,0,1,0,0
TEX,2,1,0,1,0,0
RHI,27,1,1,0,0,0
HNL,17,1,1,0,0,0
GRK,51,1,0,1,0,0
FAI,26,1,0,1,0,0
SGF,39,1,1,0,0,0
LRD,42,1,0,1,0,0
EGE,30,1,1,0,0,0
BGR,10,1,1,0,0,0
RSW,48,1,0,1,0,0
KOA,1,1,1,0,0,0
KOA,0,1,1,0,0,0
PWM,46,1,1,0,0,0
FAY,30,1,1,0,0,0
YUM,40,1,0,1,0,0
DRO,49,1,0,0,1,0
ELP,20,1,1,0,0,0
MDT,37,1,1,0,0,0
FAR,0,1,1,0,0,0
PSC,29,1,1,0,0,0
JNU,28,1,1,0,0,0
BLI,13,1,1,0,0,0
GNV,12,1,1,0,0,0
CPR,3,1,0,1,0,0
SMX,8,1,1,0,0,0
FLO,13,1,0,0,1,0
BGM,11,1,1,0,0,0
PSP,40,1,1,0,0,0
GJT,24,1,1,0,0,0
HDN,50,1,0,1,0,0
IDA,34,1,1,0,0,0
LFT,14,1,0,1,0,0
ROW,49,1,1,0,0,0
CEC,25,1,1,0,0,0
ACV,6,1,0,1,0,0
BOI,13,1,1,0,0,0
CDC,37,1,1,0,0,0
TYR,15,1,0,1,0,0
CLL,8,1,1,0,0,0
RAP,27,1,1,0,0,0
OME,25,1,1,0,0,0
BOI,11,1,1,0,0,0
RNO,10,1,1,0,0,0
MFE,18,1,0,1,0,0
PNS,15,1,1,0,0,0
OGG,52,1,1,0,0,0
JAN,1,1,1,0,0,0
ALO,46,1,1,0,0,0
GGG,29,1,1,0,0,0
MFE,12,1,1,0,0,0
HRL,9,1,1,0,0,0
SCC,51,1,1,0,0,0
SAT,43,1,1,0,0,0
KOA,48,1,1,0,0,0
ACT,13,1,0,1,0,0
FLO,4,1,1,0,0,0
GSP,40,1,0,1,0,0
TLH,14,1,1,0,0,0
MFE,16,1,0,1,0,0
OME,8,1,1,0,0,0
MYR,34,1,0,0,1,0
MSO,36,1,1,0,0,0
JNU,4,1,1,0,0,0
LIH,7,1,1,0,0,0
TYS,18,1,0,1,0,0
MFE,13,1,1,0,0,0
LIH,6,1,1,0,0,0
JAN,24,1,0,1,0,0
PHF,42,1,1,0,0,0
STT,4,1,1,0,0,0
PHF,50,1,0,1,0,0
STT,5,1,1,0,0,0
GTF,5,1,1,0,0,0
AEX,45,1,0,1,0,0
SUX,6,1,0,1,0,0
BIS,4,1,1,0,0,0
PFN,43,1,0,0,1,0
CMX,6,1,0,1,0,0
TVC,43,1,1,0,0,0
ALO,7,1,1,0,0,0
COD,48,1,0,1,0,0
GJT,42,1,1,0,0,0
LFT,22,1,1,0,0,0
PWM,48,1,0,1,0,0
FLG,16,1,1,0,0,0
LFT,18,1,0,1,0,0
AEX,50,1,0,1,0,0
HLN,5,1,1,0,0,0
MDT,42,1,1,0,0,0
BOI,6,1,1,0,0,0
STT,2,1,0,1,0,0
PHF,21,1,1,0,0,0
VLD,13,1,0,0,1,0
ROW,6,1,1,0,0,0
LRD,6,1,1,0,0,0
JNU,46,1,1,0,0,0
BGM,48,1,1,0,0,0
DAY,35,1,0,0,1,0
CRP,6,1,0,1,0,0
GGG,5,1,0,1,0,0
MLU,5,1,0,0,1,0
ABI,7,1,1,0,0,0
FAY,39,1,1,0,0,0
TYS,52,1,1,0,0,0
LRD,5,1,1,0,0,0
BGM,49,1,1,0,0,0
SIT,42,1,0,1,0,0
TPA,10,1,1,0,0,0
HRL,14,1,1,0,0,0
CHO,50,1,0,1,0,0
DAB,3,1,0,1,0,0
FNT,41,1,1,0,0,0
MLB,7,1,0,0,1,0
GPT,8,1,0,1,0,0
EWN,7,1,0,0,1,0
MLB,5,1,1,0,0,0
CMX,1,1,0,1,0,0
DLH,27,1,1,0,0,0
FCA,22,1,1,0,0,0
SJT,13,1,0,1,0,0
ITO,1,1,1,0,0,0
SCE,5,1,0,1,0,0
GNV,4,1,1,0,0,0
DAB,26,1,1,0,0,0
DHN,5,1,0,0,0,1
LYH,4,1,0,1,0,0
ILM,39,1,1,0,0,0
CSG,4,1,1,0,0,0
ATW,44,1,1,0,0,0
GTF,7,1,0,1,0,0
GUC,6,1,0,1,0,0
HHH,6,1,1,0,0,0
LYH,5,1,0,1,0,0
CSG,8,1,1,0,0,0
MGM,17,1,0,0,1,0
CSG,6,1,0,1,0,0
MLU,14,1,0,1,0,0
LFT,8,1,1,0,0,0
GTR,6,1,0,1,0,0
SUN,35,1,1,0,0,0
IYK,8,1,0,0,1,0
PSC,9,1,1,0,0,0
ABY,7,1,0,0,1,0
BQK,17,1,1,0,0,0
OGG,8,1,1,0,0,0
MSO,8,1,0,1,0,0
GRK,29,1,0,0,1,0
CIC,8,1,0,0,1,0
RDD,8,1,1,0,0,0
RFD,8,1,1,0,0,0
CLD,8,1,1,0,0,0
GEG,8,1,0,1,0,0
SBA,12,1,0,1,0,0
FSM,45,1,1,0,0,0
CPR,7,1,0,1,0,0
EKO,7,1,0,1,0,0
ABI,6,1,0,1,0,0
RDD,50,1,0,0,1,0
JNU,0,1,1,0,0,0
LNK,7,1,0,0,1,0
FCA,6,1,1,0,0,0
TWF,6,1,1,0,0,0
YKM,6,1,1,0,0,0
LWS,6,1,0,1,0,0
ITO,25,1,1,0,0,0
CRP,19,1,0,1,0,0
TOL,30,1,0,0,1,0
CDC,6,1,0,1,0,0
CLD,6,1,0,1,0,0
AGS,18,1,1,0,0,0
MOD,6,1,1,0,0,0
TUL,34,1,0,0,1,0
VLD,33,1,0,1,0,0
CIC,5,1,0,0,1,0
RDD,5,1,0,0,1,0
MFR,5,1,0,0,1,0
TUS,45,1,0,1,0,0
FCA,5,1,0,1,0,0
CEC,23,1,1,0,0,0
CID,43,1,0,0,1,0
FAY,5,1,1,0,0,0
EKO,5,1,0,1,0,0
BOI,16,1,1,0,0,0
BZN,15,1,1,0,0,0
SGU,5,1,0,1,0,0
SMX,4,1,0,1,0,0
MRY,18,1,1,0,0,0
ABY,49,1,0,1,0,0
CDC,27,1,1,0,0,0
PMD,12,1,1,0,0,0
CMI,19,1,1,0,0,0
CSG,45,1,0,0,1,0
CMI,15,1,0,0,1,0
SJU,46,1,1,0,0,0
IYK,9,1,0,0,1,0
LNK,26,1,0,0,1,0
BGM,12,1,1,0,0,0
PSP,8,1,1,0,0,0
MAF,26,1,0,1,0,0
OAJ,40,1,1,0,0,0
EUG,41,1,1,0,0,0
OGG,3,1,1,0,0,0
OME,37,1,1,0,0,0
FSM,27,1,1,0,0,0
RAP,1,1,1,0,0,0
JNU,26,1,0,1,0,0
SMX,3,1,0,1,0,0
ITO,21,1,1,0,0,0
ALO,10,1,1,0,0,0
BTV,35,1,0,1,0,0
SWF,4,1,1,0,0,0
ABE,45,1,1,0,0,0
IDA,7,1,1,0,0,0
PIA,10,1,1,0,0,0
HLN,42,1,1,0,0,0
OAJ,49,1,0,0,1,0
BTM,15,1,0,1,0,0
LAN,7,1,1,0,0,0
FAT,25,1,0,0,1,0
TRI,20,1,1,0,0,0
YKM,17,1,1,0,0,0
PSP,10,1,1,0,0,0
FSD,42,1,1,0,0,0
FSM,4,1,0,0,1,0
LNK,13,1,0,0,1,0
BIS,8,1,0,1,0,0
ILM,6,1,1,0,0,0
HDN,48,1,0,1,0,0
FAI,43,1,1,0,0,0
IPL,21,1,1,0,0,0
FWA,46,1,1,0,0,0
PSG,31,1,1,0,0,0
TWF,26,1,1,0,0,0
SUN,26,1,0,1,0,0
GJT,5,1,1,0,0,0
CHO,9,1,0,0,1,0
SPI,45,1,0,0,1,0
ANC,29,1,1,0,0,0
LSE,7,1,0,0,1,0
ERI,34,1,1,0,0,0
PBI,22,1,1,0,0,0
FSD,2,1,0,0,1,0
BGR,3,1,1,0,0,0
RNO,48,1,1,0,0,0
HDN,7,1,1,0,0,0
MYR,4,1,1,0,0,0
SIT,32,1,1,0,0,0
CPR,39,1,0,0,1,0
LAW,0,1,1,0,0,0
CPR,46,1,1,0,0,0
MAF,16,1,0,1,0,0
BRO,7,1,0,1,0,0
MLU,26,1,0,0,1,0
SHV,20,1,1,0,0,0
GTR,9,1,0,1,0,0
SMX,22,1,0,1,0,0
FAT,17,1,1,0,0,0
MYR,39,1,1,0,0,0
CMX,11,1,1,0,0,0
GEG,4,1,0,0,1,0
COD,12,1,1,0,0,0
MOB,48,1,1,0,0,0
MTJ,8,1,0,0,1,0
BTM,10,1,1,0,0,0
PMD,38,1,0,0,1,0
HLN,3,1,1,0,0,0
SIT,2,1,1,0,0,0
KTN,49,1,0,1,0,0
MFR,26,1,1,0,0,0
SCC,7,1,0,1,0,0
KOA,12,1,1,0,0,0
PVD,28,1,1,0,0,0
ITO,8,1,1,0,0,0
PNS,23,1,0,1,0,0
PFN,21,1,1,0,0,0
MFR,11,1,1,0,0,0
SBP,48,1,0,1,0,0
CHS,47,1,1,0,0,0
MDT,38,1,1,0,0,0
GCC,35,1,1,0,0,0
AVP,13,1,1,0,0,0
DLH,25,1,1,0,0,0
CMX,13,1,1,0,0,0
DLH,52,1,1,0,0,0
SPS,1,1,1,0,0,0
TXK,24,1,0,1,0,0
WRG,23,1,1,0,0,0
AVP,15,1,1,0,0,0
DHN,9,1,0,0,1,0
CDC,4,1,0,1,0,0
PBI,46,1,1,0,0,0
BQK,13,1,0,0,1,0
CLL,7,1,1,0,0,0
RSW,41,1,1,0,0,0
CWA,9,1,1,0,0,0
MCN,21,1,1,0,0,0
MYR,33,1,1,0,0,0
IDA,2,1,1,0,0,0
DHN,10,1,1,0,0,0
CPR,22,1,1,0,0,0
PMD,31,1,0,0,1,0
HRL,8,1,1,0,0,0
PBI,16,1,1,0,0,0
WRG,44,1,0,1,0,0
TLH,13,1,0,1,0,0
COD,40,1,0,1,0,0
MRY,42,1,0,1,0,0
LGB,3,1,0,1,0,0
FLL,44,1,1,0,0,0
AEX,21,1,0,1,0,0
FAT,35,1,1,0,0,0
FSM,47,1,1,0,0,0
BET,15,1,1,0,0,0
CLE,39,1,1,0,0,0
SHV,40,1,0,0,1,0
PLN,25,1,1,0,0,0
TLH,19,1,1,0,0,0
YAK,28,1,1,0,0,0
SIT,16,1,1,0,0,0
ADQ,43,1,0,1,0,0
STT,32,1,1,0,0,0
COD,2,1,0,1,0,0
CRP,5,1,1,0,0,0
EGE,3,1,0,1,0,0
BMI,37,1,1,0,0,0
ACT,2,1,0,1,0,0
PIA,41,1,0,0,1,0
LMT,27,1,1,0,0,0
MSO,3,1,0,1,0,0
SGU,30,1,1,0,0,0
GCC,19,1,1,0,0,0
PSP,30,1,1,0,0,0
LNK,18,1,1,0,0,0
TPA,41,1,0,0,1,0
ACV,4,1,0,0,1,0
LRD,41,1,0,1,0,0
CLD,4,1,1,0,0,0
SIT,7,1,1,0,0,0
ERI,49,1,0,0,1,0
ADQ,0,1,0,1,0,0
SIT,39,1,1,0,0,0
ANC,9,1,1,0,0,0
FAR,7,1,1,0,0,0
BFL,44,1,1,0,0,0
CLL,16,1,1,0,0,0
SGF,25,1,1,0,0,0
BOI,39,1,1,0,0,0
TEX,52,1,1,0,0,0
ROA,19,1,1,0,0,0
FAR,18,1,0,0,1,0
TRI,14,1,1,0,0,0
ADK,8,1,0,0,1,0
OME,2,1,0,1,0,0
BZN,29,1,0,1,0,0
CLL,10,1,1,0,0,0
HHH,9,1,1,0,0,0
PWM,15,1,1,0,0,0
GJT,25,1,1,0,0,0
GGG,21,1,0,0,1,0
BTR,0,1,0,1,0,0
LIH,0,1,1,0,0,0
MSN,20,1,1,0,0,0
SHV,26,1,1,0,0,0
TLH,0,1,1,0,0,0
EKO,9,1,0,1,0,0
RHI,2,1,0,0,1,0
HPN,10,1,1,0,0,0
SUX,3,1,1,0,0,0
SIT,4,1,0,1,0,0
SUX,2,1,1,0,0,0
BGR,35,1,1,0,0,0
BRW,3,1,0,1,0,0
CLL,26,1,1,0,0,0
PIH,1,1,0,1,0,0
RAP,50,1,0,1,0,0
BIS,1,1,1,0,0,0
ILM,37,1,1,0,0,0
ACV,20,1,0,1,0,0
LNK,0,1,1,0,0,0
EGE,52,1,0,1,0,0
MGM,52,1,1,0,0,0
ALO,3,1,1,0,0,0
PBI,40,1,1,0,0,0
CHA,7,1,0,0,1,0
CDV,28,1,1,0,0,0
ABY,42,1,0,0,1,0
MYR,18,1,1,0,0,0
TVC,37,1,1,0,0,0
XNA,20,1,1,0,0,0
CPR,14,1,1,0,0,0
ISP,10,1,1,0,0,0
BMI,19,1,1,0,0,0
CIC,49,1,0,0,1,0
ACV,24,1,1,0,0,0
ABE,43,1,1,0,0,0
HRL,41,1,0,1,0,0
BET,7,1,1,0,0,0
COD,0,1,1,0,0,0
TYR,6,1,0,1,0,0
ROC,34,1,0,0,1,0
GTF,16,1,0,1,0,0
GTF,47,1,1,0,0,0
PIA,52,1,0,1,0,0
BIL,42,1,0,1,0,0
SPS,5,1,0,0,1,0
GTR,4,1,0,1,0,0
ELM,4,1,0,0,1,0
CLL,14,1,1,0,0,0
GFK,2,1,0,1,0,0
ABI,2,1,1,0,0,0
BIS,19,1,1,0,0,0
MDW,30,1,1,0,0,0
ACT,0,1,1,0,0,0
RHI,3,1,1,0,0,0
ACT,29,1,1,0,0,0
BQN,32,1,0,1,0,0
BGM,2,1,0,1,0,0
TYR,0,1,1,0,0,0
BPT,11,1,0,1,0,0
MLU,22,1,1,0,0,0
SPS,2,1,0,1,0,0
TRI,31,1,1,0,0,0
FLG,15,1,1,0,0,0
CMH,40,1,1,0,0,0
SMX,12,1,0,0,1,0
PHF,38,1,1,0,0,0
MLB,1,1,1,0,0,0
PWM,39,1,1,0,0,0
ADQ,35,1,0,1,0,0
SWF,0,1,1,0,0,0
BGR,0,1,0,1,0,0
CLD,1,1,0,1,0,0
GNV,8,1,0,1,0,0
BQK,3,1,0,1,0,0
AMA,43,1,1,0,0,0
MOB,37,1,0,1,0,0
FAY,4,1,1,0,0,0
HHH,1,1,1,0,0,0
HRL,18,1,0,0,1,0
FSM,29,1,1,0,0,0
GTR,27,1,0,0,1,0
FAI,24,1,1,0,0,0
SRQ,8,1,1,0,0,0
FCA,11,1,1,0,0,0
WRG,3,1,0,1,0,0
EYW,3,1,0,1,0,0
DBQ,23,1,0,1,0,0
RST,7,1,0,0,1,0
AVL,17,1,0,0,1,0
TYR,34,1,0,0,1,0
HHH,0,1,0,0,1,0
MOD,8,1,1,0,0,0
AGS,20,1,1,0,0,0
HSV,43,1,1,0,0,0
ASE,27,1,1,0,0,0
JNU,39,1,0,1,0,0
LAN,30,1,1,0,0,0
CPR,52,1,1,0,0,0
BGM,26,1,0,0,1,0
COD,6,1,0,1,0,0
GNV,0,1,1,0,0,0
TVC,8,1,1,0,0,0
MGM,1,1,1,0,0,0
TVC,32,1,1,0,0,0
SRQ,3,1,0,1,0,0
BMI,20,1,1,0,0,0
ROC,46,1,1,0,0,0
RNO,42,1,1,0,0,0
KOA,18,1,1,0,0,0
CRP,45,1,0,0,1,0
PDX,19,1,1,0,0,0
BZN,2,1,0,1,0,0
RST,24,1,1,0,0,0
PWM,1,1,1,0,0,0
GFK,0,1,1,0,0,0
PFN,1,1,1,0,0,0
BMI,35,1,0,0,1,0
MCN,33,1,1,0,0,0
LCH,29,1,0,0,1,0
TEX,5,1,0,1,0,0
SPS,15,1,1,0,0,0
DAB,50,1,0,1,0,0
ELP,0,1,1,0,0,0
CHA,46,1,1,0,0,0
EWN,5,1,0,1,0,0
EKO,34,1,1,0,0,0
CHS,41,1,1,0,0,0
ONT,52,1,1,0,0,0
SHV,16,1,0,1,0,0
MOD,33,1,0,0,1,0
BHM,41,1,0,1,0,0
ACK,26,1,0,0,1,0
LNK,48,1,1,0,0,0
HHH,5,1,0,1,0,0
GNV,5,1,1,0,0,0
FWA,43,1,1,0,0,0
GUC,11,1,0,1,0,0
BQK,5,1,0,1,0,0
VPS,41,1,0,1,0,0
CRW,42,1,0,0,1,0
FNT,36,1,0,0,1,0
ILM,12,1,0,1,0,0
GFK,46,1,1,0,0,0
HHH,4,1,0,1,0,0
TRI,24,1,1,0,0,0
MRY,13,1,1,0,0,0
MDT,20,1,1,0,0,0
FNT,33,1,0,0,1,0
CIC,4,1,0,0,1,0
BTV,16,1,1,0,0,0
BIL,12,1,1,0,0,0
BFL,29,1,1,0,0,0
OME,20,1,1,0,0,0
MLU,28,1,1,0,0,0
IYK,4,1,0,1,0,0
GCC,27,1,0,0,1,0
CAE,14,1,0,0,1,0
GGG,24,1,0,1,0,0
CDC,35,1,1,0,0,0
MDT,45,1,1,0,0,0
LNK,29,1,1,0,0,0
AVL,21,1,0,0,1,0
PBI,38,1,0,0,1,0
PFN,39,1,1,0,0,0
ALO,14,1,1,0,0,0
PMD,3,1,0,0,1,0
STT,37,1,1,0,0,0
MCN,8,1,1,0,0,0
GTF,3,1,0,1,0,0
PMD,48,1,0,1,0,0
FAY,3,1,0,1,0,0
EKO,3,1,0,1,0,0
AVP,35,1,0,0,1,0
PBI,48,1,1,0,0,0
MKE,41,1,1,0,0,0
EUG,52,1,0,1,0,0
ELM,1,1,1,0,0,0
HDN,2,1,0,1,0,0
PSG,1,1,1,0,0,0
CIC,2,1,0,1,0,0
BQN,7,1,0,1,0,0
GJT,21,1,1,0,0,0
OAJ,3,1,0,1,0,0
CAK,18,1,1,0,0,0
IPL,5,1,0,1,0,0
MSN,47,1,0,1,0,0
SJT,10,1,0,1,0,0
AMA,1,1,1,0,0,0
IPL,7,1,0,1,0,0
GUC,3,1,0,1,0,0
BGM,6,1,1,0,0,0
LNK,52,1,0,0,1,0
IPL,1,1,1,0,0,0
JAC,29,1,1,0,0,0
PMD,1,1,1,0,0,0
MRY,40,1,0,1,0,0
ACT,8,1,1,0,0,0
CAK,38,1,1,0,0,0
FSM,16,1,1,0,0,0
CIC,43,1,0,0,1,0
RNO,45,1,0,1,0,0
YUM,19,1,1,0,0,0
JAN,22,1,1,0,0,0
OXR,0,1,0,0,1,0
DSM,34,1,1,0,0,0
DRO,7,1,1,0,0,0
MYR,0,1,1,0,0,0
ELM,40,1,1,0,0,0
BIS,52,1,1,0,0,0
TVC,7,1,1,0,0,0
SCC,37,1,1,0,0,0
DBQ,52,1,0,1,0,0
MKG,15,1,1,0,0,0
SPS,52,1,1,0,0,0
WRG,0,1,0,1,0,0
TWF,30,1,1,0,0,0
PMD,34,1,1,0,0,0
ANC,36,1,1,0,0,0
BGR,1,1,0,1,0,0
BPT,3,1,0,1,0,0
BTM,48,1,0,1,0,0
FWA,38,1,1,0,0,0
TWF,22,1,1,0,0,0
SPI,0,1,1,0,0,0
SJU,47,1,1,0,0,0
TLH,7,1,1,0,0,0
LAN,29,1,1,0,0,0
FNT,24,1,1,0,0,0
PIT,47,1,1,0,0,0
BPT,29,1,0,0,1,0
MIA,47,1,1,0,0,0
KTN,4,1,1,0,0,0
OME,32,1,0,1,0,0
TRI,4,1,1,0,0,0
SPI,22,1,0,1,0,0
GGG,0,1,1,0,0,0
CSG,30,1,0,0,1,0
OKC,44,1,1,0,0,0
GPT,29,1,0,0,1,0
ELM,2,1,1,0,0,0
CAK,41,1,1,0,0,0
CMI,35,1,1,0,0,0
FNT,13,1,0,0,1,0
MCN,16,1,1,0,0,0
GTR,51,1,0,0,1,0
ELP,22,1,0,1,0,0
ACV,34,1,1,0,0,0
GRB,33,1,1,0,0,0
TUL,19,1,0,1,0,0
FSM,36,1,0,1,0,0
ABE,18,1,0,0,1,0
STT,1,1,1,0,0,0
RDD,16,1,1,0,0,0
YUM,43,1,1,0,0,0
LGB,42,1,1,0,0,0
ELP,41,1,1,0,0,0
PFN,0,1,1,0,0,0
BRO,13,1,0,0,1,0
GFK,1,1,1,0,0,0
CWA,25,1,0,0,1,0
ROA,3,1,1,0,0,0
BOI,26,1,1,0,0,0
PNS,42,1,0,0,1,0
ABE,34,1,0,0,1,0
STX,28,1,0,1,0,0
PLN,5,1,0,0,1,0
BGM,23,1,1,0,0,0
ROC,41,1,1,0,0,0
VLD,4,1,1,0,0,0
CLD,35,1,1,0,0,0
SBA,33,1,0,0,1,0
MLI,18,1,0,0,1,0
BOI,19,1,1,0,0,0
BPT,10,1,1,0,0,0
SDF,15,1,1,0,0,0
OTZ,23,1,1,0,0,0
CDV,44,1,1,0,0,0
MDT,21,1,1,0,0,0
ABY,3,1,0,1,0,0
FLO,1,1,1,0,0,0
ORF,28,1,1,0,0,0
CID,41,1,0,1,0,0
SPI,1,1,1,0,0,0
FSD,49,1,0,1,0,0
FNT,26,1,0,0,1,0
IYK,2,1,1,0,0,0
CDV,41,1,1,0,0,0
GUC,7,1,1,0,0,0
CHA,12,1,0,1,0,0
GEG,24,1,1,0,0,0
TUS,1,1,1,0,0,0
AEX,6,1,0,1,0,0
AVL,52,1,0,1,0,0
AMA,30,1,1,0,0,0
IDA,48,1,0,1,0,0
CIC,3,1,0,0,1,0
GNV,11,1,1,0,0,0
ALO,11,1,0,1,0,0
RDM,26,1,1,0,0,0
DRO,21,1,1,0,0,0
TEX,13,1,0,1,0,0
FCA,27,1,1,0,0,0
ACT,14,1,0,0,1,0
CSG,48,1,1,0,0,0
ILM,4,1,1,0,0,0
EUG,26,1,1,0,0,0
CWA,32,1,1,0,0,0
OAJ,16,1,1,0,0,0
EVV,43,1,1,0,0,0
IND,39,1,1,0,0,0
BFL,26,1,1,0,0,0
SPS,14,1,0,1,0,0
PHF,10,1,1,0,0,0
TUS,30,1,0,1,0,0
MCI,40,1,1,0,0,0
PIH,0,1,0,1,0,0
KTN,1,1,0,1,0,0
EVV,24,1,0,1,0,0
ACY,8,1,1,0,0,0
BGR,4,1,0,0,1,0
DHN,30,1,0,0,1,0
TUS,52,1,1,0,0,0
FAY,44,1,1,0,0,0
CDC,3,1,1,0,0,0
GFK,3,1,1,0,0,0
AVP,1,1,0,0,1,0
BMI,23,1,0,0,1,0
COD,15,1,0,1,0,0
ADQ,40,1,0,1,0,0
LRD,13,1,0,1,0,0
OAJ,26,1,1,0,0,0
FCA,29,1,1,0,0,0
CLL,4,1,0,1,0,0
AGS,31,1,0,1,0,0
BFL,9,1,1,0,0,0
RFD,0,1,1,0,0,0
BFL,33,1,1,0,0,0
DBQ,46,1,0,0,1,0
BGR,17,1,0,0,1,0
PSE,23,1,0,1,0,0
MYR,28,1,1,0,0,0
DHN,1,1,0,1,0,0
BQK,33,1,1,0,0,0
MDT,19,1,1,0,0,0
FLO,28,1,0,0,1,0
ACV,33,1,0,1,0,0
CRW,10,1,1,0,0,0
HLN,6,1,1,0,0,0
PVD,20,1,1,0,0,0
ALO,12,1,1,0,0,0
RAP,3,1,0,1,0,0
OTZ,37,1,1,0,0,0
MGM,31,1,1,0,0,0
LIT,47,1,1,0,0,0
PMD,46,1,1,0,0,0
PIA,20,1,1,0,0,0
GRB,20,1,1,0,0,0
AVP,18,1,1,0,0,0
ATW,43,1,1,0,0,0
BIL,4,1,0,1,0,0
SGU,13,1,1,0,0,0
JAN,40,1,1,0,0,0
ROA,42,1,0,0,1,0
MLU,18,1,0,1,0,0
AEX,29,1,1,0,0,0
OAJ,44,1,1,0,0,0
LIT,35,1,0,1,0,0
MQT,7,1,0,1,0,0
SJT,20,1,1,0,0,0
LIT,34,1,0,0,1,0
EGE,2,1,1,0,0,0
JAX,15,1,1,0,0,0
SPS,8,1,1,0,0,0
SCE,3,1,1,0,0,0
HDN,12,1,1,0,0,0
OKC,39,1,1,0,0,0
PIH,10,1,0,1,0,0
JAN,26,1,0,0,1,0
FLO,35,1,0,1,0,0
LEX,18,1,0,0,1,0
OTZ,21,1,0,1,0,0
LCH,24,1,0,1,0,0
JAN,16,1,0,1,0,0
SBA,51,1,1,0,0,0
SPI,10,1,1,0,0,0
EWN,1,1,0,1,0,0
GUC,49,1,0,1,0,0
MDW,21,1,1,0,0,0
JNU,52,1,1,0,0,0
SYR,39,1,0,0,1,0
CRP,25,1,0,1,0,0
SMX,48,1,0,1,0,0
YKM,0,1,0,1,0,0
SUX,17,1,1,0,0,0
FLL,39,1,1,0,0,0
FNT,29,1,1,0,0,0
FLG,42,1,1,0,0,0
ABE,38,1,1,0,0,0
EUG,32,1,1,0,0,0
CDC,48,1,1,0,0,0
ERI,17,1,1,0,0,0
CMX,0,1,1,0,0,0
KTN,34,1,0,1,0,0
FSM,12,1,1,0,0,0
BIL,31,1,0,1,0,0
OME,22,1,0,1,0,0
MRY,29,1,0,0,1,0
CDV,2,1,1,0,0,0
TOL,37,1,0,1,0,0
LAN,33,1,1,0,0,0
DAY,15,1,1,0,0,0
ADK,6,1,0,1,0,0
AGS,27,1,0,0,1,0
KOA,9,1,1,0,0,0
OTZ,8,1,1,0,0,0
MLI,26,1,1,0,0,0
MLB,22,1,1,0,0,0
GNV,43,1,1,0,0,0
CWA,30,1,0,0,1,0
