Origin,DayOfYear,cancelledTotal,cancelledCarrier,cancelledWeather,cancelledNAS,cancelledSecurity
OAJ,335,2,0,2,0,0
BOI,23,2,2,0,0,0
CLE,200,2,2,0,0,0
LBB,69,2,0,2,0,0
BWI,87,2,2,0,0,0
BNA,154,2,0,0,2,0
OMA,349,2,1,1,0,0
BHM,43,2,0,1,1,0
TYR,26,2,0,2,0,0
OGG,76,2,2,0,0,0
HSV,114,2,1,1,0,0
IYK,155,2,1,1,0,0
LAN,257,2,0,1,1,0
LIT,93,2,2,0,0,0
BWI,93,2,2,0,0,0
SMF,78,2,1,1,0,0
STL,92,2,1,0,1,0
BRO,258,2,0,2,0,0
SNA,148,2,2,0,0,0
MDW,92,2,2,0,0,0
FAT,217,2,2,0,0,0
MCO,92,2,2,0,0,0
LAS,91,2,2,0,0,0
ELP,127,2,0,2,0,0
LIH,350,2,1,1,0,0
DEN,359,2,1,0,1,0
JFK,32,2,2,0,0,0
MDT,30,2,0,0,2,0
RSW,111,2,2,0,0,0
MIA,57,2,2,0,0,0
ERI,19,2,0,2,0,0
CLT,104,2,2,0,0,0
DSM,180,2,0,1,1,0
MCO,103,2,2,0,0,0
DCA,103,2,1,1,0,0
BWI,102,2,2,0,0,0
CVG,187,2,2,0,0,0
BDL,97,2,1,1,0,0
TPA,96,2,0,2,0,0
SUN,285,2,0,2,0,0
TXK,134,2,1,1,0,0
SJU,100,2,0,0,2,0
TPA,116,2,1,1,0,0
MSY,108,2,1,1,0,0
IAH,6,2,2,0,0,0
RNO,98,2,2,0,0,0
MCI,106,2,2,0,0,0
OKC,120,2,1,0,1,0
CVG,104,2,2,0,0,0
SJU,32,2,2,0,0,0
AZO,37,2,0,0,2,0
LGA,120,2,2,0,0,0
RNO,115,2,2,0,0,0
CLE,102,2,2,0,0,0
PHL,111,2,2,0,0,0
XNA,43,2,1,1,0,0
PDX,102,2,2,0,0,0
SJC,360,2,2,0,0,0
GRR,49,2,1,1,0,0
LNK,6,2,0,0,2,0
MYR,346,2,0,2,0,0
BOI,28,2,1,0,1,0
MDW,11,2,2,0,0,0
LBB,241,2,1,0,1,0
HOU,209,2,1,1,0,0
TYS,34,2,0,0,2,0
MIA,323,2,1,0,1,0
ROC,63,2,0,1,1,0
GRR,103,2,2,0,0,0
MSP,108,2,2,0,0,0
MEM,265,2,2,0,0,0
BTR,26,2,0,2,0,0
BUR,160,2,2,0,0,0
MOB,170,2,0,2,0,0
ASE,107,2,0,2,0,0
COS,107,2,2,0,0,0
BNA,165,2,0,2,0,0
BTV,60,2,1,1,0,0
AZO,106,2,1,0,1,0
MKE,106,2,0,0,2,0
MDT,157,2,0,0,2,0
MKE,104,2,2,0,0,0
SLC,104,2,1,1,0,0
ANC,49,2,1,1,0,0
RIC,115,2,0,2,0,0
OAK,137,2,2,0,0,0
PIA,103,2,2,0,0,0
SFO,103,2,1,1,0,0
AUS,171,2,2,0,0,0
SAN,102,2,2,0,0,0
BOI,26,2,0,2,0,0
HPN,100,2,1,0,1,0
STX,66,2,1,1,0,0
RIC,59,2,2,0,0,0
PHL,75,2,2,0,0,0
BOI,24,2,0,0,2,0
RAP,100,2,0,2,0,0
SFO,242,2,2,0,0,0
SBP,2,2,0,0,2,0
DAY,98,2,2,0,0,0
CMI,101,2,1,0,1,0
SGU,120,2,0,2,0,0
ABQ,118,2,2,0,0,0
PIA,118,2,1,0,1,0
ICT,256,2,0,2,0,0
RIC,55,2,0,0,2,0
CLE,81,2,2,0,0,0
GRK,95,2,1,0,1,0
EVV,66,2,1,1,0,0
SEA,219,2,2,0,0,0
CHS,365,2,2,0,0,0
ROA,115,2,1,0,1,0
SAV,115,2,0,1,1,0
SDF,22,2,0,0,2,0
DAY,115,2,0,1,1,0
SUN,111,2,0,2,0,0
PVD,51,2,1,1,0,0
MEM,113,2,1,1,0,0
SUN,109,2,0,2,0,0
STL,110,2,2,0,0,0
SUN,110,2,0,2,0,0
RIC,58,2,2,0,0,0
ICT,225,2,2,0,0,0
IAD,83,2,2,0,0,0
BWI,308,2,2,0,0,0
ORD,144,2,2,0,0,0
OAK,108,2,2,0,0,0
OGG,219,2,2,0,0,0
SLC,96,2,1,1,0,0
MDW,19,2,2,0,0,0
SMF,94,2,2,0,0,0
PHX,60,2,1,1,0,0
LNK,28,2,0,0,2,0
CMH,268,2,1,0,1,0
TUL,1,2,2,0,0,0
DEN,250,2,2,0,0,0
BHM,212,2,1,0,1,0
OAK,66,2,2,0,0,0
JAX,97,2,2,0,0,0
BOS,338,2,2,0,0,0
CVG,97,2,0,1,1,0
CVG,96,2,2,0,0,0
BWI,94,2,1,1,0,0
SBN,43,2,1,0,1,0
AUS,94,2,2,0,0,0
IAH,89,2,1,1,0,0
SJC,20,2,1,1,0,0
PHX,325,2,2,0,0,0
GSO,240,2,2,0,0,0
GRR,255,2,0,1,1,0
SBN,117,2,1,1,0,0
JFK,117,2,2,0,0,0
RSW,69,2,2,0,0,0
CWA,117,2,2,0,0,0
SNA,216,2,2,0,0,0
ROC,116,2,0,1,1,0
FSD,116,2,1,0,1,0
CHS,116,2,0,0,2,0
BMI,116,2,0,1,1,0
SNA,132,2,2,0,0,0
GRR,154,2,0,1,1,0
DBQ,256,2,1,0,1,0
ABE,64,2,1,1,0,0
MFR,2,2,0,0,2,0
FSD,115,2,0,2,0,0
CWA,115,2,1,0,1,0
LGA,135,2,1,1,0,0
SGF,247,2,1,0,1,0
TEX,27,2,0,2,0,0
ASE,113,2,0,2,0,0
ABQ,289,2,1,1,0,0
RIC,134,2,1,1,0,0
FLL,10,2,2,0,0,0
IAD,111,2,2,0,0,0
DTW,111,2,2,0,0,0
DSM,206,2,1,1,0,0
ASE,110,2,0,2,0,0
JAX,167,2,0,2,0,0
ASE,74,2,0,0,2,0
MSY,63,2,0,2,0,0
MBS,101,2,1,0,1,0
YUM,105,2,2,0,0,0
DAY,4,2,1,1,0,0
MRY,2,2,0,0,2,0
JFK,87,2,2,0,0,0
LAS,103,2,2,0,0,0
SNA,12,2,1,1,0,0
IAD,103,2,2,0,0,0
PHL,54,2,2,0,0,0
ORF,102,2,2,0,0,0
MCN,16,2,0,2,0,0
CID,223,2,1,0,1,0
ASE,101,2,1,1,0,0
KOA,100,2,2,0,0,0
BUF,100,2,1,0,1,0
OGG,99,2,2,0,0,0
MDT,99,2,0,1,1,0
ICT,2,2,2,0,0,0
SBP,94,2,0,2,0,0
EWR,189,2,2,0,0,0
MAF,253,2,0,2,0,0
ASE,99,2,0,2,0,0
BNA,12,2,0,2,0,0
PIA,160,2,1,1,0,0
JFK,116,2,2,0,0,0
CHA,90,2,1,0,1,0
GRB,100,2,0,0,2,0
BNA,58,2,1,0,1,0
ABQ,179,2,1,1,0,0
PFN,345,2,0,1,1,0
SNA,71,2,2,0,0,0
OAK,61,2,2,0,0,0
EWR,112,2,2,0,0,0
IND,169,2,0,0,2,0
CID,213,2,0,2,0,0
IAH,308,2,2,0,0,0
PDX,213,2,2,0,0,0
BNA,48,2,1,0,1,0
HNL,93,2,2,0,0,0
MOB,233,2,0,1,1,0
OAJ,16,2,0,2,0,0
DBQ,216,2,0,2,0,0
PVD,101,2,0,1,1,0
BTR,108,2,0,2,0,0
BOI,20,2,1,0,1,0
CRW,21,2,1,1,0,0
OGG,100,2,2,0,0,0
OAK,226,2,1,1,0,0
BHM,94,2,0,2,0,0
MHT,91,2,0,0,2,0
DTW,328,2,2,0,0,0
COS,64,2,1,1,0,0
SMF,87,2,1,0,1,0
MIA,53,2,1,1,0,0
DCA,142,2,0,0,2,0
ONT,349,2,2,0,0,0
BTV,94,2,0,1,1,0
MLI,317,2,1,0,1,0
CID,232,2,1,0,1,0
OKC,55,2,0,0,2,0
SEA,200,2,2,0,0,0
AUS,297,2,1,1,0,0
GSP,264,2,0,2,0,0
OMA,33,2,1,0,1,0
CHS,257,2,0,2,0,0
FWA,188,2,0,0,2,0
BTV,92,2,1,0,1,0
DAL,216,2,1,1,0,0
RDU,268,2,1,1,0,0
FAT,26,2,1,0,1,0
SBN,37,2,1,0,1,0
TUS,350,2,2,0,0,0
JAN,21,2,0,2,0,0
BTR,30,2,0,2,0,0
PWM,94,2,0,0,2,0
CLE,129,2,0,1,1,0
SLC,366,2,0,2,0,0
SAN,223,2,1,1,0,0
BTV,101,2,0,1,1,0
SLC,140,2,2,0,0,0
MDW,120,2,2,0,0,0
DEN,96,2,2,0,0,0
MRY,7,2,0,0,2,0
SUN,100,2,0,2,0,0
MIA,267,2,2,0,0,0
OAK,118,2,1,0,1,0
LAS,118,2,1,0,1,0
JAX,102,2,2,0,0,0
MDW,116,2,2,0,0,0
MDW,115,2,2,0,0,0
MCO,115,2,1,1,0,0
ONT,114,2,2,0,0,0
LAX,114,2,2,0,0,0
MCI,180,2,1,0,1,0
SMF,112,2,2,0,0,0
AUS,22,2,2,0,0,0
MHT,80,2,0,1,1,0
DCA,221,2,2,0,0,0
SNA,183,2,2,0,0,0
MSY,36,2,0,2,0,0
SEA,111,2,2,0,0,0
ORF,109,2,2,0,0,0
PDX,365,2,2,0,0,0
HOU,109,2,2,0,0,0
PWM,355,2,0,2,0,0
PWM,175,2,0,1,1,0
IDA,58,2,0,2,0,0
CAE,318,2,0,0,2,0
OMA,127,2,0,1,1,0
SAN,107,2,2,0,0,0
HOU,162,2,2,0,0,0
MSN,269,2,2,0,0,0
LIT,33,2,1,1,0,0
MDW,105,2,1,0,1,0
SBA,141,2,2,0,0,0
CMH,12,2,0,2,0,0
BNA,105,2,2,0,0,0
CRW,354,2,0,2,0,0
SFO,299,2,1,1,0,0
BWI,104,2,2,0,0,0
RST,115,2,0,1,1,0
SGF,159,2,0,1,1,0
OME,161,2,0,2,0,0
GUC,33,2,0,2,0,0
SNA,171,2,2,0,0,0
HOU,97,2,2,0,0,0
RNO,9,2,2,0,0,0
AUS,103,2,2,0,0,0
DAL,95,2,1,0,1,0
STL,112,2,1,0,1,0
TVC,150,2,0,0,2,0
TYS,222,2,1,0,1,0
GSO,55,2,2,0,0,0
SUN,107,2,1,1,0,0
BUR,94,2,2,0,0,0
SFO,93,2,2,0,0,0
TVC,212,2,0,0,2,0
SBA,349,2,0,0,2,0
AUS,5,2,1,0,1,0
SBN,62,2,1,0,1,0
SAT,119,2,2,0,0,0
IAH,15,2,0,2,0,0
OME,90,2,0,2,0,0
ANC,84,2,2,0,0,0
LFT,47,2,0,2,0,0
MSP,211,2,2,0,0,0
SPS,160,2,0,2,0,0
LAX,60,2,2,0,0,0
JAX,207,2,2,0,0,0
CAK,90,2,0,0,2,0
MKE,75,2,2,0,0,0
BHM,160,2,1,1,0,0
TUS,90,2,1,0,1,0
SJU,63,2,2,0,0,0
GSO,120,2,1,0,1,0
CHA,269,2,1,1,0,0
TPA,90,2,0,1,1,0
MIA,3,2,2,0,0,0
IND,132,2,2,0,0,0
SBN,175,2,2,0,0,0
BUR,146,2,2,0,0,0
FLL,60,2,1,1,0,0
SJU,62,2,2,0,0,0
EWR,72,2,2,0,0,0
SNA,78,2,0,2,0,0
MIA,83,2,2,0,0,0
FLL,62,2,1,1,0,0
EVV,31,2,0,1,1,0
SEA,85,2,2,0,0,0
AUS,15,2,1,1,0,0
STL,184,2,2,0,0,0
PIA,9,2,2,0,0,0
RST,160,2,0,2,0,0
DTW,73,2,0,2,0,0
GSP,255,2,0,2,0,0
AUS,14,2,2,0,0,0
PIA,123,2,0,1,1,0
GRB,89,2,0,0,2,0
SJU,41,2,2,0,0,0
ICT,154,2,0,0,2,0
JFK,85,2,2,0,0,0
HDN,203,2,2,0,0,0
DFW,268,2,2,0,0,0
PBI,78,2,1,1,0,0
MEM,355,2,2,0,0,0
PBI,66,2,1,1,0,0
MDT,67,2,1,1,0,0
RIC,85,2,1,1,0,0
BQK,237,2,1,0,1,0
LGB,215,2,2,0,0,0
RDU,253,2,2,0,0,0
TUS,66,2,0,2,0,0
ICT,269,2,2,0,0,0
SNA,145,2,2,0,0,0
MOT,43,2,0,2,0,0
CVG,84,2,1,0,1,0
SAV,29,2,1,0,1,0
BRO,77,2,0,2,0,0
SBA,27,2,1,1,0,0
JFK,125,2,2,0,0,0
EVV,67,2,1,1,0,0
CHS,269,2,0,1,1,0
CAK,258,2,0,1,1,0
LBB,48,2,1,1,0,0
SUN,108,2,0,2,0,0
MSP,154,2,0,0,2,0
BTR,68,2,2,0,0,0
TPA,14,2,2,0,0,0
CVG,210,2,2,0,0,0
RSW,63,2,1,1,0,0
OMA,162,2,0,2,0,0
STL,278,2,2,0,0,0
GSP,81,2,0,1,1,0
DAY,78,2,2,0,0,0
JAN,67,2,1,0,1,0
SDF,10,2,0,0,2,0
MLI,48,2,1,0,1,0
DEN,364,2,0,2,0,0
JAN,356,2,0,1,1,0
HSV,88,2,1,1,0,0
OMA,122,2,1,1,0,0
DSM,64,2,2,0,0,0
SBN,24,2,1,0,1,0
BUF,45,2,1,0,1,0
GSP,57,2,2,0,0,0
OAK,225,2,2,0,0,0
BNA,81,2,0,2,0,0
MKE,271,2,2,0,0,0
BTV,68,2,0,1,1,0
ABE,67,2,1,1,0,0
CMH,98,2,1,0,1,0
OKC,68,2,1,1,0,0
JAX,62,2,1,1,0,0
BTR,51,2,0,2,0,0
CVG,81,2,1,1,0,0
CVG,60,2,2,0,0,0
YUM,188,2,2,0,0,0
CHA,80,2,1,1,0,0
IND,75,2,2,0,0,0
TOL,90,2,0,0,2,0
TOL,80,2,0,2,0,0
CMH,196,2,2,0,0,0
FWA,62,2,1,0,1,0
CMH,62,2,1,0,1,0
ABE,47,2,1,0,1,0
LSE,21,2,0,0,2,0
AZO,78,2,2,0,0,0
BHM,91,2,0,2,0,0
EWR,113,2,2,0,0,0
AZO,77,2,0,1,1,0
DSM,63,2,1,1,0,0
MSN,74,2,2,0,0,0
KOA,97,2,2,0,0,0
CHS,214,2,0,0,2,0
DSM,193,2,2,0,0,0
DAY,74,2,0,2,0,0
LIT,52,2,1,1,0,0
PIT,337,2,1,1,0,0
MRY,28,2,0,0,2,0
SUN,25,2,1,1,0,0
LSE,86,2,0,0,2,0
SBN,18,2,0,2,0,0
XNA,85,2,2,0,0,0
XNA,68,2,1,0,1,0
SAN,213,2,2,0,0,0
SBN,20,2,0,0,2,0
SLC,21,2,2,0,0,0
SJU,92,2,2,0,0,0
SUN,240,2,1,1,0,0
MSY,230,2,1,1,0,0
MCI,54,2,2,0,0,0
VPS,120,2,1,0,1,0
SMF,316,2,1,1,0,0
ICT,87,2,1,0,1,0
DFW,172,2,2,0,0,0
GSP,65,2,1,1,0,0
AUS,38,2,2,0,0,0
SFO,152,2,2,0,0,0
FSM,65,2,0,2,0,0
GSP,365,2,0,1,1,0
GSO,70,2,1,1,0,0
PHL,112,2,2,0,0,0
DSM,166,2,0,1,1,0
OAK,256,2,0,2,0,0
CID,65,2,0,2,0,0
PHX,213,2,2,0,0,0
PIT,62,2,1,1,0,0
SDF,77,2,0,2,0,0
SLC,178,2,2,0,0,0
EVV,90,2,0,0,2,0
MEM,319,2,1,1,0,0
CVG,251,2,1,0,1,0
MOB,63,2,1,1,0,0
TYS,65,2,0,2,0,0
ROC,248,2,1,0,1,0
CLE,99,2,2,0,0,0
TPA,261,2,0,2,0,0
CRP,30,2,1,1,0,0
PHX,86,2,2,0,0,0
MOB,70,2,1,1,0,0
TXK,89,2,0,2,0,0
TXK,65,2,1,1,0,0
SNA,190,2,2,0,0,0
SJC,39,2,2,0,0,0
SHV,87,2,2,0,0,0
BUR,42,2,2,0,0,0
MSN,70,2,1,1,0,0
CLL,77,2,0,2,0,0
CLL,65,2,0,2,0,0
GGG,62,2,0,2,0,0
COS,227,2,0,1,1,0
SEA,178,2,2,0,0,0
SNA,253,2,2,0,0,0
SPS,63,2,1,1,0,0
GGG,77,2,0,2,0,0
SPS,76,2,0,2,0,0
SPS,70,2,0,2,0,0
MLI,30,2,0,0,2,0
SUN,3,2,0,2,0,0
SJT,65,2,0,2,0,0
MSN,119,2,2,0,0,0
HNL,68,2,2,0,0,0
HNL,67,2,2,0,0,0
BHM,101,2,2,0,0,0
LNK,100,2,1,0,1,0
RIC,127,2,1,0,1,0
MCO,60,2,2,0,0,0
DCA,108,2,2,0,0,0
SHV,64,2,0,1,1,0
SDF,82,2,2,0,0,0
ICT,84,2,0,0,2,0
MBS,184,2,1,0,1,0
SHV,33,2,2,0,0,0
ROA,67,2,0,2,0,0
SLC,244,2,1,1,0,0
HPN,238,2,0,0,2,0
ONT,255,2,0,2,0,0
BWI,107,2,2,0,0,0
SRQ,94,2,0,0,2,0
LNK,21,2,0,0,2,0
DAY,95,2,0,1,1,0
OMA,362,2,0,0,2,0
AEX,66,2,1,1,0,0
CID,41,2,1,1,0,0
SAT,76,2,1,1,0,0
OAK,164,2,0,1,1,0
TYS,216,2,0,2,0,0
HPN,197,2,2,0,0,0
PNS,61,2,2,0,0,0
ABE,30,2,1,0,1,0
MKE,68,2,2,0,0,0
GSO,123,2,1,1,0,0
KTN,219,2,1,1,0,0
ROC,34,2,0,1,1,0
FLL,3,2,2,0,0,0
PFN,63,2,1,0,1,0
FAI,98,2,2,0,0,0
LCH,256,2,0,2,0,0
SAT,8,2,2,0,0,0
TYS,158,2,0,0,2,0
CLE,75,2,1,0,1,0
MCI,129,2,0,0,2,0
FNT,5,2,0,2,0,0
BUF,320,2,0,1,1,0
PHX,111,2,2,0,0,0
DTW,106,2,1,1,0,0
FAT,59,2,2,0,0,0
IAH,102,2,2,0,0,0
IAH,11,2,1,1,0,0
DFW,88,2,2,0,0,0
MCO,365,2,2,0,0,0
DAY,255,2,0,2,0,0
CHS,202,2,1,1,0,0
JFK,35,2,1,1,0,0
PIA,98,2,0,0,2,0
GSO,86,2,2,0,0,0
DEN,106,2,2,0,0,0
SJC,113,2,2,0,0,0
CAE,180,2,0,0,2,0
EVV,100,2,0,0,2,0
MIA,86,2,2,0,0,0
SJC,28,2,1,0,1,0
GRR,64,2,0,2,0,0
ABQ,86,2,2,0,0,0
TLH,86,2,2,0,0,0
LIT,1,2,0,1,1,0
FAR,31,2,0,0,2,0
BUR,152,2,2,0,0,0
SYR,249,2,0,2,0,0
DCA,82,2,2,0,0,0
TLH,78,2,2,0,0,0
LAS,309,2,2,0,0,0
HOU,100,2,1,1,0,0
XNA,164,2,0,0,2,0
DTW,32,2,1,0,1,0
SBP,201,2,0,0,2,0
SNA,87,2,2,0,0,0
SJT,26,2,1,1,0,0
MCO,84,2,2,0,0,0
SFO,272,2,2,0,0,0
GSO,316,2,1,0,1,0
BOS,84,2,2,0,0,0
MRY,9,2,0,0,2,0
LSE,55,2,0,0,2,0
MEM,73,2,2,0,0,0
TUS,80,2,1,1,0,0
OAK,32,2,0,1,1,0
WRG,363,2,1,1,0,0
PHL,76,2,2,0,0,0
JAX,75,2,2,0,0,0
ICT,69,2,1,1,0,0
MSY,214,2,1,1,0,0
GSP,345,2,0,1,1,0
CRP,351,2,1,1,0,0
DCA,70,2,1,0,1,0
IAD,230,2,2,0,0,0
SNA,158,2,1,0,1,0
CAE,62,2,0,1,1,0
ROA,194,2,1,0,1,0
SJU,78,2,1,1,0,0
BWI,110,2,1,1,0,0
JNU,223,2,2,0,0,0
MHT,87,2,2,0,0,0
SJC,80,2,0,2,0,0
LAS,284,2,2,0,0,0
XNA,102,2,2,0,0,0
CVG,83,2,2,0,0,0
LAX,88,2,2,0,0,0
SAN,89,2,2,0,0,0
SJC,67,2,2,0,0,0
ICT,94,2,2,0,0,0
OGG,68,2,2,0,0,0
EWR,84,2,1,0,1,0
PNS,238,2,0,0,2,0
EWR,87,2,0,0,2,0
BNA,83,2,2,0,0,0
SJU,134,2,2,0,0,0
TUL,68,2,2,0,0,0
MDW,48,2,2,0,0,0
ICT,68,2,1,1,0,0
RIC,5,2,2,0,0,0
MCI,190,2,0,0,2,0
BWI,76,2,1,1,0,0
OAK,82,2,2,0,0,0
PIT,201,2,1,0,1,0
STL,352,2,0,2,0,0
BWI,86,2,2,0,0,0
BWI,61,2,2,0,0,0
SNA,85,2,2,0,0,0
BWI,79,2,2,0,0,0
PIA,58,2,2,0,0,0
FAT,43,2,1,1,0,0
SYR,184,2,1,0,1,0
BOS,125,2,2,0,0,0
SLC,39,2,0,2,0,0
GPT,30,2,0,2,0,0
GRR,86,2,0,2,0,0
IAH,230,2,0,2,0,0
SFO,89,2,2,0,0,0
BUR,90,2,1,1,0,0
PSP,90,2,2,0,0,0
MSP,286,2,2,0,0,0
LAX,292,2,2,0,0,0
SHV,18,2,1,1,0,0
AMA,50,2,0,2,0,0
MYR,219,2,1,1,0,0
IAH,146,2,2,0,0,0
LSE,161,2,2,0,0,0
SUN,97,2,1,1,0,0
OGG,239,2,2,0,0,0
LNK,31,2,1,0,1,0
PWM,151,2,0,1,1,0
TPA,15,2,1,1,0,0
DAY,89,2,1,0,1,0
XNA,188,2,2,0,0,0
MKE,89,2,0,0,2,0
ICT,168,2,2,0,0,0
SUX,2,2,2,0,0,0
MDT,28,2,1,0,1,0
SLC,88,2,0,2,0,0
ONT,86,2,1,1,0,0
GSP,179,2,1,1,0,0
JFK,259,2,1,1,0,0
LAN,86,2,0,1,1,0
SBN,174,2,2,0,0,0
SBN,86,2,0,1,1,0
CLE,343,2,0,1,1,0
PVD,53,2,0,2,0,0
BMI,38,2,0,0,2,0
ROC,194,2,0,1,1,0
MBS,30,2,0,0,2,0
ACV,5,2,1,0,1,0
MIA,90,2,0,0,2,0
IAH,82,2,2,0,0,0
SUN,82,2,1,1,0,0
DAY,204,2,0,0,2,0
IAH,86,2,2,0,0,0
CAE,86,2,2,0,0,0
CAK,345,2,0,0,2,0
SMF,219,2,1,1,0,0
PHX,127,2,2,0,0,0
SAT,227,2,0,1,1,0
LSE,16,2,0,1,1,0
ATW,28,2,0,0,2,0
PIT,99,2,2,0,0,0
MSN,195,2,2,0,0,0
DSM,119,2,0,0,2,0
SAT,80,2,0,2,0,0
ABE,27,2,1,0,1,0
OMA,27,2,0,0,2,0
ELP,86,2,2,0,0,0
BIL,191,2,2,0,0,0
SUN,77,2,0,2,0,0
MSP,114,2,2,0,0,0
SLC,76,2,2,0,0,0
TUL,75,2,2,0,0,0
MGM,194,2,0,0,2,0
ASE,75,2,1,1,0,0
WRG,228,2,0,2,0,0
SEA,75,2,2,0,0,0
ONT,41,2,1,1,0,0
BWI,96,2,1,1,0,0
SLC,79,2,1,1,0,0
OAK,75,2,2,0,0,0
RDU,75,2,2,0,0,0
MCI,75,2,2,0,0,0
ICT,202,2,1,1,0,0
SUN,74,2,1,1,0,0
SJC,271,2,1,1,0,0
SEA,141,2,2,0,0,0
PWM,49,2,1,0,1,0
CIC,72,2,0,0,2,0
ELP,78,2,0,2,0,0
MSN,68,2,1,0,1,0
SJC,66,2,1,1,0,0
PHX,144,2,2,0,0,0
LIT,289,2,0,1,1,0
TPA,5,2,1,0,1,0
CLE,213,2,0,2,0,0
SJC,258,2,2,0,0,0
DAL,91,2,2,0,0,0
ORF,64,2,2,0,0,0
DAY,62,2,0,0,2,0
PNS,231,2,0,2,0,0
HPN,62,2,0,0,2,0
RST,163,2,0,2,0,0
MCI,315,2,0,2,0,0
DSM,61,2,1,1,0,0
SDF,65,2,1,1,0,0
YUM,7,2,2,0,0,0
PDX,61,2,1,1,0,0
TLH,16,2,0,2,0,0
TYS,80,2,0,2,0,0
MCI,112,2,2,0,0,0
BOS,291,2,2,0,0,0
SLC,60,2,1,1,0,0
CMH,222,2,0,2,0,0
FLL,155,2,2,0,0,0
MLU,245,2,0,2,0,0
LEX,90,2,1,0,1,0
EWR,212,2,2,0,0,0
LAW,26,2,0,2,0,0
JAN,80,2,0,2,0,0
TYS,159,2,0,1,1,0
SAN,243,2,2,0,0,0
SBN,167,2,1,0,1,0
RIC,65,2,1,1,0,0
AMA,257,2,0,2,0,0
AMA,233,2,0,2,0,0
RIC,19,2,1,1,0,0
STL,118,2,0,0,2,0
GSO,212,2,2,0,0,0
LEX,76,2,2,0,0,0
CID,153,2,1,1,0,0
CHS,57,2,2,0,0,0
SRQ,74,2,2,0,0,0
ROC,17,2,1,1,0,0
SUN,114,2,0,2,0,0
MEM,199,2,1,0,1,0
JAX,69,2,2,0,0,0
CRW,68,2,2,0,0,0
SDF,68,2,2,0,0,0
FAR,157,2,0,0,2,0
BOS,234,2,1,1,0,0
TUL,67,2,0,1,1,0
SJC,160,2,2,0,0,0
PSP,126,2,2,0,0,0
SAN,118,2,2,0,0,0
BIL,282,2,1,1,0,0
VPS,363,2,2,0,0,0
ATL,112,2,2,0,0,0
ALB,205,2,0,2,0,0
GRR,213,2,1,1,0,0
COS,127,2,0,2,0,0
EVV,356,2,0,2,0,0
LAN,90,2,0,0,2,0
SBA,41,2,2,0,0,0
HSV,90,2,2,0,0,0
OAK,97,2,2,0,0,0
STL,109,2,2,0,0,0
SJC,324,2,2,0,0,0
ICT,134,2,1,1,0,0
BUF,90,2,0,0,2,0
SYR,174,2,0,0,2,0
COS,88,2,2,0,0,0
MSY,53,2,0,2,0,0
SPI,86,2,0,1,1,0
SGF,108,2,1,1,0,0
MLB,194,2,0,0,2,0
CRP,362,2,0,2,0,0
FWA,86,2,0,1,1,0
GSO,166,2,1,0,1,0
LIT,47,2,0,1,1,0
MOD,365,2,0,2,0,0
RIC,26,2,2,0,0,0
SPI,80,2,0,0,2,0
IAH,96,2,2,0,0,0
LAS,233,2,2,0,0,0
LAN,115,2,1,0,1,0
LEX,102,2,1,1,0,0
SYR,156,2,0,1,1,0
STL,296,2,2,0,0,0
BDL,170,2,1,1,0,0
SDF,33,2,2,0,0,0
LIH,108,2,1,0,1,0
RNO,348,2,2,0,0,0
MDT,18,2,0,2,0,0
MEM,342,2,2,0,0,0
JFK,291,2,2,0,0,0
LAN,78,2,2,0,0,0
JFK,239,2,2,0,0,0
SYR,80,2,0,2,0,0
SJC,76,2,1,1,0,0
MCI,1,2,2,0,0,0
RIC,57,2,1,1,0,0
ANC,180,2,2,0,0,0
FAR,28,2,0,1,1,0
LAS,75,2,2,0,0,0
RIC,28,2,0,0,2,0
BOS,266,2,1,0,1,0
SWF,13,2,0,2,0,0
LIT,43,2,0,1,1,0
EGE,74,2,0,0,2,0
CMH,76,2,2,0,0,0
CLE,325,2,2,0,0,0
TEX,73,2,0,2,0,0
GEG,116,2,2,0,0,0
FAT,303,2,1,1,0,0
PHX,235,2,1,1,0,0
MSN,44,2,2,0,0,0
EGE,69,2,0,2,0,0
ASE,69,2,0,2,0,0
ATW,68,2,2,0,0,0
XNA,209,2,2,0,0,0
ORF,63,2,1,0,1,0
PBI,29,2,1,1,0,0
CAE,158,2,1,1,0,0
SHV,35,2,0,2,0,0
MDT,63,2,2,0,0,0
MSY,78,2,1,1,0,0
MBS,62,2,0,0,2,0
GSP,85,2,1,1,0,0
CID,8,2,2,0,0,0
SGF,12,2,1,0,1,0
CLT,60,2,2,0,0,0
BDL,140,2,0,0,2,0
HDN,61,2,0,1,1,0
MFR,5,2,0,2,0,0
LFT,134,2,0,1,1,0
MDT,47,2,0,0,2,0
LIT,67,2,0,1,1,0
HSV,178,2,0,1,1,0
CID,32,2,2,0,0,0
ANC,258,2,1,1,0,0
DAL,78,2,0,2,0,0
LEX,77,2,0,2,0,0
COS,76,2,0,1,1,0
SYR,79,2,0,2,0,0
JFK,6,2,2,0,0,0
GRR,215,2,2,0,0,0
BNA,343,2,0,1,1,0
RDU,62,2,2,0,0,0
SHV,78,2,1,1,0,0
AZO,33,2,0,0,2,0
TYS,68,2,1,1,0,0
PVD,66,2,0,2,0,0
RDU,5,2,0,0,2,0
BUF,69,2,2,0,0,0
PHL,123,2,2,0,0,0
CHS,64,2,1,0,1,0
ORF,81,2,1,1,0,0
BHM,222,2,0,2,0,0
PWM,220,2,0,2,0,0
